hGrp	HG00096
L2a1a	4	242-192.6
L2a1b1	1	242-186.1
L2a1b1a	2	242-200.2
L2a1b2	1	242-184.9
L2a1b3	2	242-191.9
L2a1b	1	242-176.1
L2a1b_G143A	1	242-180.4
L2a1c1	4	242-215.9
L2a1c1a1	1	242-234
L2a1c1a2	1	242-232.4
L2a1c1a	1	242-225.9
L2a1c2	3	242-202.5
L2a1c2a	3	242-218.2
L2a1c3	1	242-188.7
L2a1c3a1	4	242-224.4
L2a1c3a	1	242-198.7
L2a1c3b1	1	252-200.2
L2a1c3b2	4	252-222.4
L2a1c3b	2	252-193.2
L2a1c4	1	242-188.7
L2a1c4a1	1	242-204.9
L2a1c4a	1	242-196.8
L2a1c5	1	242-193.5
L2a1c6	4	242-213.3
L2a1c	2	242-182.8
L2a1c_G16129A	1	242-185.4
L2a1c_T16086C	1	242-186.9
L2a1d1	5	252-241.4
L2a1d2	1	252-221.3
L2a1d	6	252-212.5
L2a1e1	3	252-201.2
L2a1e	3	242-181.2
L2a1f1	1	242-186
L2a1f1a	1	242-194.8
L2a1f2	1	242-187.2
L2a1f3	1	242-181.8
L2a1f	1	242-177.2
L2a1g	5	242-208
L2a1h	3	252-192.8
L2a1i1	2	252-199.8
L2a1i	2	252-185.2
L2a1j	2	242-192
L2a1k	3	242-196.6
L2a1l1	1	242-189.1
L2a1l1a1	1	242-204.2
L2a1l1a2	1	242-203.5
L2a1l1a	1	242-195.4
L2a1l1b	1	242-197.9
L2a1l2	1	242-182.5
L2a1l2a1	1	252-191.1
L2a1l2a	2	252-190.1
L2a1l3	2	242-192.9
L2a1l	1	242-181.5
L2a1m1	1	242-182.7
L2a1m1a	1	242-192.7
L2a1m	1	242-182.7
L2a1n	2	242-188.5
L2a1o	1	242-181.5
L2a1p	3	242-199.1
L2a1q	3	252-199
L2a2	1	242-184.2
L2a2'3	3	242-178.3
L2a2'3'4	5	242-161.7
L2a2a1	1	242-216.2
L2a2a	3	242-207.4
L2a2b1	1	252-208
L2a2b1a	5	262-238.8
L2a2b2	3	252-221.9
L2a2b	3	252-201.5
L2a3	6	252-216.4
L2a4	5	242-192.1
L2a4a	7	252-239.1
L2a4b	6	252-225.4
L2a5	9	242-141.5
L2a	2	232-88.2
L2a'b'c'd	2	222-79.4
L2b1	5	222-282.1
L2b1a2	1	232-294.7
L2b1a3	1	232-292.9
L2b1a4	1	232-292.1
L2b1a	2	232-286.6
L2b1b	2	222-296.1
L2b2	3	222-267.1
L2b2a	6	222-308
L2b3	1	232-242.6
L2b3a	6	232-292.1
L2b3b	1	232-249.1
L2b3c	1	232-252.6
L2b	17	222-242.6
L2b'c	6	222-119.5
L2b'c'd	1	222-88.2
L2c1	1	222-165.1
L2c1a	2	232-172.7
L2c2	2	222-172.1
L2c2a1	3	222-205.7
L2c2a	1	222-178.8
L2c2b1	2	222-192.3
L2c2b1a	2	222-207.9
L2c2b1b	4	222-217.6
L2c2b2	1	222-185.3
L2c2b	1	222-178
L2c3	1	222-163.1
L2c3a	2	222-181.2
L2c4	1	222-166.9
L2c5	1	222-165.7
L2c	8	222-158.1
L2d1	1	242-216.8
L2d1a	4	242-249.5
L2d	20	242-206.9
L2d_G16129A	1	242-209.5
L2e1	1	222-241.8
L2e1a	3	222-262.4
L2e	25	222-233
L3	3	311-23.1
L3'4	5	281-23.1
L3'4'6	2	231-23.1
L3a1	6	312-95.2
L3a1a	2	322-105.2
L3a1b	7	312-140.7
L3a2	2	312-69.4
L3a2a	4	332-86.3
L3a	5	312-49.4
L3a_G709A	1	312-52.4
L3b1	1	311-105
L3b1a1	1	311-120.3
L3b1a1a	1	311-127
L3b1a2	1	311-117.8
L3b1a3	2	311-121.2
L3b1a4	2	311-121.3
L3b1a5	1	311-119.6
L3b1a5a	1	311-127.7
L3b1a6	3	312-136.1
L3b1a7	4	321-146.7
L3b1a7a	1	321-154.3
L3b1a8	2	321-124.2
L3b1a9	1	321-116
L3b1a9a	1	321-123
L3b1a10	2	311-126.6
L3b1a11	2	311-123.1
L3b1a	1	311-111.5
L3b1a_C16124T	1	321-111.5
L3b1a_T152C	1	312-111.5
L3b1b1	1	312-130.5
L3b1b	3	312-123.8
L3b2	3	311-122.4
L3b2a	2	311-131.7
L3b2b	3	311-146.3
L3b3	7	311-143.3
L3b	12	311-99.2
L3b'f	1	311-23.1
L3c	16	322-128
L3c'd	2	312-28.1
L3d1	1	312-88.4
L3d1'2'3'4'5'6	1	312-81.4
L3d1a1	1	312-122.6
L3d1a1'2	1	312-115.9
L3d1a1a1	1	312-163.9
L3d1a1a	5	312-153.9
L3d1a1b	8	312-174.8
L3d1a2	1	312-123.2
L3d1a	3	312-112.1
L3d1b1	1	312-103.8
L3d1b1a	1	312-104.8
L3d1b1b	3	312-119.6
L3d1b2	3	312-113
L3d1b3	3	312-112.4
L3d1b3a	1	312-116.2
L3d1b	1	312-95.7
L3d1c1	2	312-149.7
L3d1c	6	312-134.7
L3d1d	4	312-113.1
L3d2	3	312-106
L3d2a	2	312-115
L3d2b	1	312-109.7
L3d3	3	312-98.9
L3d3a1	1	312-143.6
L3d3a1a	1	312-150.6
L3d3a1b	1	312-152.4
L3d3a	8	312-133.6
L3d3b	1	312-106.2
L3d4	2	312-87.1
L3d4a	2	312-102.8
L3d5	2	312-92
L3d5a	3	312-112.7
L3d6	5	312-116.8
L3d	6	312-71.4
L3e1	8	311-101.1
L3e1a1	3	311-121.9
L3e1a1a	1	311-128.2
L3e1a2	8	312-138.1
L3e1a3	1	321-107
L3e1a3a	2	321-120.6
L3e1a3b	3	321-124.5
L3e1a	1	311-107
L3e1b1	1	311-113.7
L3e1b2	4	321-130.1
L3e1b	2	311-109.9
L3e1c	5	321-120.8
L3e1d1	3	312-131.5
L3e1d1a	1	312-141.5
L3e1d	2	312-106.4
L3e1e1	1	311-110.9
L3e1e2	6	321-142.6
L3e1e	1	311-109.9
L3e1f1	1	311-103.1
L3e1f1a	2	311-116.6
L3e1f2	4	311-122.8
L3e1f	1	311-101.1
L3e1g	10	311-177.7
L3e2	3	311-60.9
L3e2a1	1	311-84.5
L3e2a1a	4	311-116.3
L3e2a1b1	1	311-96.6
L3e2a1b2	2	311-103.4
L3e2a1b3	1	311-99.9
L3e2a1b	1	311-91.8
L3e2a2	1	311-88.7
L3e2a3	2	311-96.2
L3e2a	3	311-79.9
L3e2b1	1	311-72.4
L3e2b1a1	1	311-86
L3e2b1a2	2	311-95.2
L3e2b1a	1	311-79.7
L3e2b2	1	311-72.8
L3e2b3	1	312-74.2
L3e2b4	1	312-74.2
L3e2b5	1	312-72.2
L3e2b6	2	312-77.9
L3e2b7	1	311-74.9
L3e2b8	1	311-74.2
L3e2b	2	311-66.1
L3e2b_T152C	1	312-66.1
L3e3	8	311-111.5
L3e3'4	1	311-65
L3e3'4'5	1	311-57.7
L3e3a	3	321-127.4
L3e3b1	1	311-158.5
L3e3b2	1	311-157.5
L3e3b3	1	311-158.9
L3e3b	5	311-152.4
L3e4	5	311-102.5
L3e4a1	1	311-117.2
L3e4a	1	311-108.4
L3e5	3	311-85.8
L3e5_T195C	1	311-87.8
L3e5a1	1	311-101.6
L3e5a1a	1	311-102.6
L3e5a	1	311-94.6
L3e5b	1	311-93.1
L3e5c	1	311-96.6
L3e5d	2	311-103.9
L3e5e	2	311-101.9
L3e5f	3	311-110.1
L3e	2	311-47.7
L3e'i'k'x	2	311-33.4
L3f1	2	311-63.8
L3f1a1	2	311-118.1
L3f1a	5	311-103.5
L3f1b1	1	311-125.6
L3f1b1a1	1	311-155.8
L3f1b1a	3	311-145.8
L3f1b2	1	311-121.4
L3f1b2a	2	311-125.6
L3f1b3	3	311-146.9
L3f1b4	1	311-130.4
L3f1b4a1	1	321-149.2
L3f1b4a	2	321-139.2
L3f1b4b	1	311-135.9
L3f1b4c	1	311-135.5
L3f1b5	1	311-129.2
L3f1b	9	311-115.6
L3f1b_C16292T	1	311-120.4
L3f1b_C16292T_C150T	1	311-123.1
L3f2	2	311-49.9
L3f2a1	3	312-78
L3f2a1a	2	312-89.3
L3f2a	2	312-56.9
L3f2b	7	321-96.1
L3f3	14	311-151.3
L3f3a	1	311-157.4
L3f3b	1	311-157.6
L3f	4	311-48.3
L3h1	6	311-76.3
L3h1a1	8	311-135.1
L3h1a2	1	311-83.6
L3h1a2a1	2	311-161.4
L3h1a2a	9	311-144.4
L3h1a2b	1	311-88.9
L3h1a	1	311-82.6
L3h1b1	1	311-104
L3h1b1a	2	311-116.1
L3h1b2	11	312-164.4
L3h1b	5	311-97.9
L3h2	18	311-161
L3h	2	311-36.8
L3i1	4	311-64.5
L3i1a	3	321-72.4
L3i1b	2	311-82.6
L3i2	8	312-87.1
L3i	1	311-41
L3k1	7	312-143.5
L3k	10	312-97.5
L3x1	3	321-91.9
L3x1_T16311C	1	321-93.5
L3x1a1	3	321-103.2
L3x1a2	1	321-103.9
L3x1a	1	321-95.8
L3x1b	1	321-97.3
L3x2	6	321-124.3
L3x2a1	4	331-153
L3x2a1a	3	331-173.2
L3x2a	2	331-133.1
L3x2b	5	321-157.4
L3x	7	321-79.3
L4	3	281-31.5
L4a1	7	281-147.5
L4a1a	4	281-172.5
L4a2	2	281-117.3
L4a	10	281-104.1
L4b1	5	291-65.9
L4b1a	22	291-193.2
L4b2	11	291-103
L4b2a1	8	312-153.8
L4b2a2	5	311-135.3
L4b2a2a	3	311-157.7
L4b2a2b	4	311-165.1
L4b2a2c	3	311-161.4
L4b2a	2	301-113
L4b2b1	4	291-163
L4b2b	4	291-136.9
L4b	2	281-41.5
L5	7	120-61
L5a1	4	141-271.3
L5a1a	2	141-285.9
L5a1b	2	141-288.6
L5a1c	2	141-284.4
L5a2	2	131-260.1
L5a	29	131-245
L5b1	18	150-191.7
L5b1a	4	150-221.2
L5b1b	1	150-198.7
L5b2	33	180-283.5
L5b	4	150-69.1
L6	24	232-191.9
L6a	2	232-203.4
L6b	1	232-192.9
M1	9	311-101
M1'20'51	1	311-63
M1a1	3	311-137.3
M1a1_T16093C	1	311-140.5
M1a1a1	4	321-168.5
M1a1a	1	311-143.6
M1a1b1	1	311-156.5
M1a1b1a	1	311-163.5
M1a1b1b1	1	311-171.6
M1a1b1b	1	311-165.3
M1a1b1c	2	311-164.8
M1a1b2	1	311-159.2
M1a1b	2	311-149.2
M1a1c	5	311-165
M1a1d	3	311-150.8
M1a1e1	1	311-148.3
M1a1e2	1	311-141.7
M1a1e	1	311-138.3
M1a1f	1	311-144.6
M1a1g	4	311-166.4
M1a1h	2	311-147.2
M1a1i	4	311-164.8
M1a2	1	311-121.5
M1a2a	3	312-132.1
M1a2b	3	311-137.2
M1a3	2	321-124
M1a3a	1	321-132.8
M1a3b1	3	331-144
M1a3b2	1	321-140.3
M1a3b	1	321-130.3
M1a4	2	311-134.5
M1a4a	2	311-149.1
M1a5	8	321-174.6
M1a6	1	311-125.2
M1a7	1	311-121.3
M1a8	1	311-121.9
M1a8a	2	311-134.3
M1a	2	311-116.4
M1b1	5	311-140.2
M1b1a	2	311-153.5
M1b1b	2	311-155
M1b2	2	311-122.7
M1b2a	2	311-133
M1b2b	3	311-137
M1b2c	1	311-130.8
M1b	1	311-109.1
M2	5	311-86.3
M2a1	6	311-155
M2a1a1	2	321-173.7
M2a1a1a1	2	321-187.1
M2a1a1a	1	321-180
M2a1a1b1	1	321-185.1
M2a1a1b	1	321-181.3
M2a1a2	1	321-162.8
M2a1a2a1	3	321-188.3
M2a1a2a1a	1	321-193.8
M2a1a2a	1	321-168.9
M2a1a3	2	321-171.7
M2a1a3_T16093C	1	321-174.9
M2a1a3a1	1	321-186.4
M2a1a3a	1	321-180.1
M2a1a3b	1	321-182.5
M2a1a	2	321-157
M2a1a_G207A	1	321-160.4
M2a1b	7	311-197.9
M2a1c	2	311-173.8
M2a2	6	311-140.5
M2a2a	2	311-159.3
M2a3	4	311-137.9
M2a3a	1	311-138.9
M2a	2	311-113.1
M2a'b	2	311-100.1
M2b1	2	332-182.8
M2b1a	6	332-215.7
M2b1b	9	332-244.5
M2b2	1	332-173.1
M2b3	1	332-174.6
M2b3a	2	332-182.2
M2b4	5	332-194.8
M2b	14	332-167.9
M2c	4	311-112.8
M3	2	311-68.5
M3a1	1	311-84
M3a1_T204C	1	311-87.6
M3a1a	1	311-95.2
M3a1b	1	311-97.6
M3a2	2	311-97.3
M3a2a	3	311-115.1
M3a	1	311-77.3
M3b	3	311-87.6
M3c1	6	322-110
M3c1a	1	322-118.8
M3c1b1	2	322-146.4
M3c1b1a	2	322-156.5
M3c1b1b	1	322-154
M3c1b	4	322-134.7
M3c2	1	311-83.4
M3c	1	311-76.1
M3c_T152C	1	312-76.1
M3d1	2	311-101.2
M3d1a1	1	311-121.2
M3d1a	1	311-111.2
M3d	2	311-83.1
M4	4	311-84
M4"67	1	311-62.2
M4"67_T16311C	1	311-63.8
M4a	1	311-89.3
M4b	3	312-94.6
M5	2	311-64.9
M5a1	3	311-109.7
M5a1a	4	311-134.6
M5a1b	2	311-126.6
M5a2	1	311-97.1
M5a2a1	1	311-114
M5a2a1a1	1	311-121.5
M5a2a1a2	1	311-120.9
M5a2a1a	1	311-115
M5a2a2	2	311-116.2
M5a2a3	2	311-112.1
M5a2a4	4	311-128.6
M5a2a	1	311-105.2
M5a3	2	311-101
M5a3a	2	311-118.3
M5a3b	2	311-113
M5a4	4	311-109.7
M5a5	2	311-101.4
M5a	1	311-90.4
M5a'd	3	311-83.7
M5b1	5	311-101.5
M5b2	2	311-87.2
M5b2a	2	311-98.8
M5b2b1	2	321-101.6
M5b2b1a	3	321-118.3
M5b2b	1	311-93.5
M5b	1	311-71.8
M5b'c	1	311-70.8
M5c1	5	321-109.7
M5c2	5	321-115.3
M5c	2	311-85.9
M5d	4	311-102
M6	6	311-100.8
M6a1	3	311-147.1
M6a1a	2	311-159.6
M6a1b	8	312-192.6
M6a2	4	311-145.3
M6a	3	311-123.3
M6b	4	311-108.6
M7	2	311-75.5
M7a1	2	321-127.7
M7a1a1	1	321-151.6
M7a1a1a	1	321-159.7
M7a1a2	4	321-160.8
M7a1a3	2	321-156.4
M7a1a4	2	321-149.9
M7a1a4a	3	321-175.4
M7a1a5	1	321-148.3
M7a1a5a	1	321-156.4
M7a1a6	1	321-150.4
M7a1a6a	2	332-150.4
M7a1a7	1	321-145.2
M7a1a8	2	321-155.3
M7a1a9	1	321-148.3
M7a1a	2	321-141.6
M7a1b1	4	321-171.5
M7a1b2	6	322-196.9
M7a1b	3	321-154.7
M7a2	1	311-126.3
M7a2a1	3	311-153.7
M7a2a2	3	321-146.6
M7a2a3	4	311-159.5
M7a2a3a	1	311-167.6
M7a2a	2	311-133.5
M7a	6	311-116.3
M7a_T16324C	1	311-121.9
M7b1	5	311-126.4
M7b1a1	2	311-170.3
M7b1a1_C16192T	1	311-174.8
M7b1a1a1	2	311-186.2
M7b1a1a1a	1	311-192.1
M7b1a1a1b1	1	311-200.5
M7b1a1a1b	1	311-193.5
M7b1a1a1c	1	311-187.2
M7b1a1a1d	1	311-192.9
M7b1a1a2	2	311-190.4
M7b1a1a3	3	311-190.7
M7b1a1a	1	311-172.3
M7b1a1b	3	321-180.9
M7b1a1c1	2	311-218.9
M7b1a1c	4	311-204.7
M7b1a1d1	1	311-192.1
M7b1a1d	1	311-184.8
M7b1a1e1	1	311-194.8
M7b1a1e2	2	311-198.7
M7b1a1e	1	311-184.8
M7b1a1f	1	311-183.6
M7b1a1g	2	311-189
M7b1a1h	1	311-182.4
M7b1a1i1	2	311-191.7
M7b1a1i	1	311-179.9
M7b1a2	8	321-215
M7b1a2a1	1	321-227.3
M7b1a2a1a	3	321-249.1
M7b1a2a1b1	1	321-242.1
M7b1a2a1b	1	321-235.4
M7b1a2a	1	321-220.6
M7b1a	5	311-159.5
M7b1b	8	311-179.2
M7b2	6	311-140.8
M7b2a	2	311-150.5
M7b	1	311-95.5
M7b'c	1	311-85.5
M7c1	3	311-133.2
M7c1a1	2	311-152.2
M7c1a1a1	1	311-165.2
M7c1a1a	1	311-158.5
M7c1a1b1	2	321-183.7
M7c1a1b	4	321-172.2
M7c1a2	1	311-144.8
M7c1a2a1	1	311-170.1
M7c1a2a	3	311-163.4
M7c1a3	1	311-144.3
M7c1a3a	1	311-149.3
M7c1a4	1	311-141.5
M7c1a4a	3	311-153.8
M7c1a4b	2	311-155.6
M7c1a5	6	311-184
M7c1a	1	311-140.5
M7c1b1	1	311-145.6
M7c1b2	2	311-155.2
M7c1b2a	1	311-158.4
M7c1b2b	2	311-168.8
M7c1b	1	311-140.5
M7c1c1	3	311-167.1
M7c1c1a1	1	311-181.7
M7c1c1a	1	311-172.9
M7c1c2	2	321-148.8
M7c1c2a	1	321-155.1
M7c1c3	1	311-151.3
M7c1c3a1	2	311-180.4
M7c1c3a	2	311-166.9
M7c1c3b	1	311-161.3
M7c1c3c	4	311-183.6
M7c1c3d	3	311-169.7
M7c1c3e	1	311-155.4
M7c1c3f	2	311-169.4
M7c1c3g	1	311-157.6
M7c1c3h	1	311-156.9
M7c1c3i	1	321-151.3
M7c1c	2	311-148.8
M7c2	9	311-182.8
M7c2a	1	311-186.4
M7c2b	1	311-189.1
M7c3	6	311-161.5
M7c	4	311-117.3
M8	5	311-79.9
M8a1	6	311-149.8
M8a1a	2	311-158.4
M8a2	1	311-120
M8a2'3	1	311-111.2
M8a2_T152C	1	312-120
M8a2a1	2	312-147.3
M8a2a	2	312-128.5
M8a2b	3	312-145.4
M8a2c	1	311-125.5
M8a2d	5	311-159
M8a2e	1	311-126.1
M8a3	1	311-121.2
M8a3a1	1	311-135.8
M8a3a	1	311-128.5
M8a	4	311-106
M9	2	311-65.9
M9a1	1	311-97.7
M9a1a1	1	311-112.8
M9a1a1a	2	321-121.6
M9a1a1b	3	311-135.2
M9a1a1c1	1	311-135.2
M9a1a1c1a	1	311-141.3
M9a1a1c1b1	2	341-144
M9a1a1c1b1a1	1	341-159.4
M9a1a1c1b1a2	2	341-161.2
M9a1a1c1b1a	1	341-152.1
M9a1a1c1b2	1	321-152.8
M9a1a1c1b	2	321-144
M9a1a1c1c	1	311-144
M9a1a1c	2	311-126.4
M9a1a1d	1	311-121.6
M9a1a2	2	311-116
M9a1a3	3	311-116
M9a1a	1	311-104
M9a1b1	1	312-128
M9a1b1a1	2	312-147.8
M9a1b1a	1	312-138
M9a1b1b	2	312-146.1
M9a1b1c	1	312-134.5
M9a1b2	1	312-120.2
M9a1b	3	312-116.5
M9a1b_C150T	1	312-119.2
M9a4	1	311-95.6
M9a4a1	2	321-110.3
M9a4a2	2	311-109.7
M9a4a	1	311-101.5
M9a4b	1	311-102.3
M9a5	3	311-110.9
M9a	2	311-88.9
M9a'b	2	311-77.4
M9b	8	321-128.6
M10	10	321-122
M10a1	1	331-152.9
M10a1_G16129A	1	331-155.5
M10a1a1	3	331-175.7
M10a1a1a	3	331-204.5
M10a1a1b1	2	341-193.1
M10a1a1b2	1	331-190.4
M10a1a1b	2	331-183.1
M10a1a	1	331-161.1
M10a1b	1	331-159.6
M10a2	2	331-156.8
M10a	4	331-145.6
M11	9	311-128.9
M11_A200G	1	311-133.4
M11a1	1	311-166.1
M11a2	2	311-167.1
M11a	2	311-158
M11a'b	1	311-143.4
M11b1	1	311-163.4
M11b1a1	3	321-178.1
M11b1a	2	311-170.6
M11b2	2	321-163.4
M11b	1	311-153.4
M11c	3	311-150.7
M11d	5	311-170.8
M12	8	311-122.9
M12'G	1	311-62.1
M12a1	3	311-158.5
M12a1a1	3	311-194.8
M12a1a2	5	321-198.7
M12a1a	2	311-178.5
M12a1b	4	321-175.3
M12a2	3	321-147.1
M12a	2	311-134.8
M12b1	1	311-147.5
M12b1a1	2	311-183.8
M12b1a2	2	311-183.8
M12b1a2a	2	321-193.8
M12b1a2b	1	311-188.5
M12b1a	3	311-171.2
M12b1b	6	311-191.4
M12b2	5	322-154
M12b2a	3	322-169.4
M12b	3	311-138.7
M13	1	312-70.4
M13'46'61	2	312-63.7
M13'46'61_T16362C	1	312-66.2
M13a1	2	312-134.9
M13a1a	3	312-152.7
M13a1b1	1	312-149.6
M13a1b	1	312-139.6
M13a2	6	312-158.2
M13a	8	312-122.6
M13a'b	1	312-74.6
M13b1	3	312-129.5
M13b2	8	322-154.5
M13b	6	312-113.7
M13c	5	312-102.9
M14	3	311-74.1
M15	13	311-129.2
M17	3	311-72
M17a	10	311-147.3
M17c1	2	311-86.2
M17c1a1	3	311-113
M17c1a1a	1	311-120
M17c1a	1	311-92.7
M17c	1	311-77.3
M18	3	311-86.9
M18'38	1	311-70.3
M18a	2	311-96.8
M18b	3	311-104
M18c	3	311-101.7
M19	13	312-146.7
M19'53	1	311-63.4
M20	20	312-203
M21	1	311-65.5
M21a	10	311-118.1
M21b1	2	311-99.3
M21b1a	2	311-109.6
M21b2	13	311-176.2
M21b	3	311-84.2
M21b_A210G	1	311-91.2
M22	3	311-79.1
M22a	3	311-101.3
M22b	1	311-86.1
M23	17	322-163.5
M23'75	1	311-64.8
M24	5	311-87.7
M24'41	1	311-64.8
M24a	3	312-99.3
M24b	5	311-123.4
M25	16	321-141
M26	15	312-155.2
M27	3	311-81.1
M27a1	3	311-186.2
M27a1a1	3	311-224.5
M27a1a2	1	311-214.5
M27a1a	4	311-206.4
M27a1b	1	321-186.2
M27a2	7	311-216.8
M27a2a	1	311-223.1
M27a2b	1	311-222.6
M27a3	4	311-200.8
M27a	15	311-169.4
M27b1	9	322-247.6
M27b2	3	312-215.7
M27b2a1	2	312-237.1
M27b2a	1	312-224.5
M27b2b1	1	312-234.5
M27b2b	1	312-224.5
M27b2c	1	312-224.5
M27b	16	312-195.8
M27c	14	311-176
M28	10	312-110.8
M28a1	1	312-137.9
M28a2	4	312-150.4
M28a2a	3	312-173.8
M28a3	4	312-167.5
M28a4	4	322-152.7
M28a5	2	312-150.4
M28a5a	2	312-169.2
M28a5b	2	312-166
M28a6	4	312-158
M28a6a	4	312-190
M28a7	1	312-136.3
M28a7a	3	312-165.1
M28a7b	3	312-160.3
M28a	4	312-131.6
M28a_T204C	1	312-135.2
M28b1	6	312-173.5
M28b	4	312-127.8
M29	11	312-131.5
M29'Q	1	311-62.8
M29a	8	312-189.8
M29b1	1	312-142.8
M29b	1	312-135.8
M30	2	311-70.8
M30_C16234T	1	311-74.7
M30a1	1	311-82.5
M30a2	1	311-83.4
M30a	1	311-75.8
M30b	4	312-80.4
M30c1	1	311-89.6
M30c1a1	1	311-102.1
M30c1a	1	311-96.3
M30c	2	311-79.6
M30d1	1	311-93.7
M30d2	1	311-98.4
M30d	2	311-88.4
M30e	3	312-89.8
M30f	2	311-82.9
M30g	2	311-83.2
M31	4	311-86.7
M31a1	9	321-182.8
M31a1a	1	321-191.6
M31a1b	1	321-190.1
M31a2	10	321-161.1
M31a	3	321-105.5
M31b1	1	312-122.1
M31b2	3	312-135.9
M31b	3	312-112.1
M31b'c	2	311-95.7
M31c	7	311-144.9
M32	2	311-76.3
M32'56	1	311-66.7
M32a	9	321-128.8
M32c	18	311-195.5
M33	1	311-64.8
M33_T16362C	1	311-67.3
M33a1	1	311-89.8
M33a1a	7	321-124.2
M33a1b	6	311-127.5
M33a2	3	311-110
M33a2'3	1	311-84.9
M33a2a	3	311-122.5
M33a3	2	311-96.7
M33a3a	3	311-112.9
M33a	2	311-81.7
M33b1	4	311-130.5
M33b2	1	311-108.8
M33b	5	311-100
M33c	6	311-111.1
M33d	14	312-156.4
M34	5	311-101.8
M34'57	1	311-64.3
M34a1	4	311-161.7
M34a1a	2	311-176.9
M34a2	3	311-152.9
M34a	4	311-132.3
M34b	5	311-141.2
M35	1	311-64
M35_T199C	1	311-67.7
M35a1	1	311-109.1
M35a1a	3	311-115.7
M35a2	2	311-121.8
M35a	5	311-101.8
M35b1	3	311-90
M35b2	1	311-86.9
M35b3	3	311-105.6
M35b4	3	311-98.4
M35b	1	311-74.7
M35b_T16304C	1	311-79.3
M35c	5	311-90
M36	3	311-79.2
M36a	7	312-125.6
M36b	11	311-152
M36c	10	311-159.7
M36d1	5	312-126.5
M36d	3	312-90.3
M37	1	311-72.2
M37_T152C	1	312-72.2
M37_T152C_C151T	1	312-76
M37a1	1	312-91.8
M37a	1	312-86
M37d	1	312-84.8
M37e2	1	311-97.5
M37e	4	311-91.6
M38	3	311-95.9
M38_T195C	1	311-97.9
M38_T199C	1	311-99.6
M38a	5	311-130
M38b	10	311-162
M38c	7	311-156.2
M38d	7	311-136.5
M38e	8	311-149.3
M39	6	331-83.8
M39'70	1	311-65.5
M39a1	1	331-129.6
M39a2	4	341-139.9
M39a	5	331-119.6
M39b1	2	331-113
M39b2	1	331-104.9
M39b	2	331-96.1
M39c	6	331-118.3
M40	4	311-88
M40a1	2	311-118.7
M40a1a	3	311-141.4
M40a1b	1	311-124.5
M40a	4	311-109.4
M41	8	311-133.1
M41a1	3	311-155.9
M41a	1	311-135.1
M41b	1	311-141.2
M41c	2	311-149.6
M42	1	311-68.5
M42'74	1	311-61.2
M42a	6	311-107.7
M42b1	6	311-128.5
M42b1a	3	311-150.4
M42b2	5	311-124
M42b	3	311-86.1
M43	4	311-89.1
M43_T16311C	1	311-90.7
M43a1	4	311-121.4
M43a	1	311-96.6
M43b	2	311-96.2
M44	3	311-69.5
M44a1	1	311-94.6
M44a	2	311-84.6
M45	3	311-76
M45a	6	322-102.3
M46	2	312-76.1
M46a	13	312-171.4
M47	5	311-71.4
M48	6	311-91.9
M49	2	311-70.6
M49a1	2	311-120.6
M49a2	3	321-123.3
M49a	5	311-105.7
M49c1	1	311-98.2
M49c	2	311-88.2
M49d	4	311-100.3
M49e1	1	311-94.6
M49e	3	311-86.5
M50	3	311-79.2
M50a1	9	311-165
M50a2	3	311-127.2
M50a	6	311-106
M51	8	311-118.9
M51a1	3	311-150.2
M51a1a	6	311-188.3
M51a1b	7	311-200.9
M51a2	7	311-180
M51a	1	311-125.9
M51b1	3	311-145.1
M51b1a	2	311-161.3
M51b1b	9	311-202.6
M51b	1	311-125.9
M52	5	311-86.9
M52a1	2	321-108.6
M52a1a	1	321-118.6
M52a1b1	8	331-161
M52a1b	2	321-117.6
M52a	3	321-100.9
M52b1	1	311-101.2
M52b1a	9	311-158.5
M52b	1	311-93.6
M53	10	311-130.8
M53b	4	311-158.1
M54	4	311-91.9
M55	18	331-168.7
M55'77	1	311-64.3
M56	3	311-85.2
M57	4	311-89.4
M57_T152C	1	312-89.4
M57a	1	312-94
M57b1	3	311-149.3
M57b	6	311-129.4
M58	2	311-70.6
M59	7	311-101.9
M60	2	311-74.8
M60a1	1	311-94.7
M60a2	3	311-112.3
M60a	2	311-84.7
M60b	9	311-132.9
M61	6	312-114.1
M61a	5	312-140.3
M62	9	311-142.4
M62'68	3	311-74.6
M62a	5	311-176.8
M62b1	1	311-158.3
M62b1a1	2	311-196.1
M62b1a	4	311-182.9
M62b2	2	311-166
M62b	1	311-147.1
M62b_T204C	1	311-150.7
M63	11	311-132.8
M64	10	312-120.1
M65	1	311-73.8
M65a1	5	311-130.8
M65a2	2	321-109.6
M65a	3	311-95.7
M65a_C16311T	1	321-95.7
M65b	3	311-96.3
M66	6	311-100.2
M66a	2	311-112.4
M66b	1	311-104.8
M67	13	311-153.5
M68	1	311-81.9
M68a1	5	332-191.7
M68a1a	3	332-208.9
M68a2	4	321-199.4
M68a2a	2	321-209.8
M68a	16	321-166
M69	2	311-74
M69a	14	311-174.2
M70	9	311-132.8
M71	3	311-78.3
M71_C151T	1	311-82.1
M71a1	4	311-112.9
M71a1a	1	311-121
M71a2	8	311-130.6
M71a	1	311-88.8
M71b	6	311-121.9
M71c	10	311-134.2
M72	6	311-109.1
M72a	1	311-116.7
M73	5	311-91.5
M73'79	2	311-67.7
M73a1	3	311-134.1
